web-scraper-order,web-scraper-start-url,match,match-href,Bookmakers,Home Odds,Draw Odds,Away Odds,Payout,results,date,time
1576854647-1352,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,18bet,1.8,3.4,4.3,92.40%,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854647-1360,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,Marathonbet,2.12,3.62,3.22,-,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854647-1355,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,bet-at-home,2,3.35,3,88.40%,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1378,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,null,null,null,null,null,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854647-1356,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,bet365,2.05,3.6,3.4,94.40%,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1376,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,Unibet,2.14,3.45,2.85,-,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854652-1375,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,Pinnacle,2.12,3.65,3.07,93.30%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854652-1366,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,1xBet,2.24,3.4,3.16,94.60%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854647-1364,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,null,null,null,null,null,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1370,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,Bethard,2.1,3.5,2.9,90.40%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854647-1363,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,William Hill,1.95,3.4,3.5,91.50%,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1374,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,MrGreen,2.14,3.45,2.85,-,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854647-1362,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,Unibet,2.04,3.3,3.15,-,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1371,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,bwin,2.2,3.5,2.7,90.00%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854647-1361,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-oriente-petrolero-bi0l20Rg/,MrGreen,2.04,3.3,3.15,-,"Final result 1:2 (0:0, 1:2)",20-Dec-19,0:00
1576854652-1372,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,Coolbet,2.15,3.4,2.9,90.60%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854652-1368,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,The Strongest - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/the-strongest-bolivar-fJgc0vd6/,bet-at-home,2.1,3.39,2.79,88.50%,"Final result 3:2 (1:1, 2:1)",20-Dec-19,0:30
1576854638-1337,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,null,null,null,null,null,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854638-1330,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,bwin,1.35,5,6,90.30%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854638-1324,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,18bet,1.36,4.8,7,92.00%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1342,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,bet365,2.75,3.4,2.37,92.60%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854643-1348,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Pinnacle,2.84,3.34,2.46,94.50%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1336,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,William Hill,1.38,4.75,6.5,91.80%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1345,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Coolbet,2.65,3.25,2.4,90.80%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1334,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Pinnacle,1.43,4.88,6.17,93.80%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1346,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Marathonbet,2.99,3.38,2.34,94.50%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1335,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Unibet,1.38,4.5,6,-,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854638-1327,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,bet-at-home,1.39,4.45,5.38,88.50%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1338,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,18bet,2.9,3.3,2.3,92.40%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1326,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Asianodds,1.43,4.88,6.14,93.70%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854638-1329,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Bethard,1.37,4.85,5.95,90.60%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854638-1333,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,MrGreen,1.38,4.5,6,-,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1349,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Unibet,2.6,3.3,2.38,-,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854643-1341,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,bet-at-home,2.61,3.16,2.32,88.40%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854643-1350,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,William Hill,2.88,3.2,2.35,92.10%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854643-1343,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Bethard,2.65,3.2,2.4,90.40%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854643-1344,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,bwin,2.45,3.3,2.5,90.00%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1328,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,bet365,1.36,5,7.5,93.60%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1347,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,MrGreen,2.6,3.3,2.38,-,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1331,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Coolbet,1.38,4.75,6,90.80%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1340,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,Asianodds,2.84,3.34,2.46,94.50%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1325,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,1xBet,1.5,4.68,5.6,94.40%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1339,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,1xBet,3.18,3.19,2.34,94.80%,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854638-1332,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Blooming - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/blooming-destroyers-tzd9cxtP/,Marathonbet,1.42,4.95,6.55,94.40%,"Final result 1:0 (1:0, 0:0)",19-Dec-19,0:30
1576854643-1351,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-wilstermann-xrah1Kt0/,null,null,null,null,null,"Final result 1:3 (0:1, 1:2)",19-Dec-19,22:15
1576854631-1302,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,bwin,1.44,4.33,5.5,90.30%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854635-1320,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Pinnacle,2.15,4.36,2.76,94.60%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1291,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,MrGreen,2.33,3.35,2.6,-,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854631-1298,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,Asianodds,1.51,5.01,5.54,95.90%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854627-1290,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Marathonbet,2.45,3.22,2.94,94.40%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854631-1297,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,1xBet,1.48,5.35,5.15,94.60%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854635-1321,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Unibet,2.02,3.5,2.95,-,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854631-1306,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,Pinnacle,1.46,5.01,5.54,93.90%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854635-1315,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Bethard,2.1,4.05,2.65,90.90%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854635-1311,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,1xBet,2.12,3.92,3.04,94.70%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854631-1309,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,null,null,null,null,null,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854627-1287,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Bethard,2.35,3.2,2.75,90.80%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854635-1310,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,18bet,2,3.8,3.1,92.10%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1286,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,bet365,2.3,3.3,2.75,90.80%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854627-1284,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Asianodds,2.43,3.35,2.89,94.70%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854627-1292,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Pinnacle,2.43,3.32,2.89,94.50%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854635-1317,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Coolbet,2.05,3.75,2.9,91.00%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1294,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,William Hill,2.38,3.2,2.8,91.80%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854627-1289,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Coolbet,2.35,3.25,2.75,91.20%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854631-1305,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,MrGreen,1.42,4.6,5.1,-,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854635-1314,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,bet365,2.2,3.75,2.87,93.50%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854635-1319,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,MrGreen,2.02,3.5,2.95,-,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1285,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,bet-at-home,2.29,3.2,2.63,88.50%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854631-1296,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,18bet,1.41,4.9,5.5,91.30%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854631-1304,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,Marathonbet,1.45,5.3,5.55,94.50%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854635-1323,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,null,null,null,null,null,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1293,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,Unibet,2.33,3.35,2.6,-,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854635-1322,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,William Hill,2.1,3.7,2.9,91.60%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1282,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,18bet,2.3,3.3,2.75,90.80%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854635-1312,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Asianodds,2.21,4.28,2.76,95.40%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854635-1313,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,bet-at-home,2.1,3.62,2.66,88.60%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1295,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,null,null,null,null,null,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854635-1318,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Real Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-real-potosi-Y9h1abBC/,Marathonbet,2.15,3.94,2.94,94.40%,"Final result 0:0 (0:0, 0:0)",18-Dec-19,22:15
1576854627-1288,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Guabira - Royal Pari,https://www.oddsportal.com/soccer/bolivia/division-profesional/guabira-royal-pari-4U0p3tCm/,bwin,2.2,3.2,2.9,89.90%,"Final result 1:1 (1:1, 0:0)",18-Dec-19,19:00
1576854631-1307,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,Unibet,1.42,4.6,5.1,-,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
1576854631-1308,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-always-ready-SWi5bIQI/,William Hill,1.44,4.8,5.25,91.50%,"Final result 2:3 (1:2, 1:1)",18-Dec-19,22:15
