web-scraper-order,web-scraper-start-url,match,match-href,Bookmakers,Home Odds,Draw Odds,Away Odds,Payout,results,date,time
1576854501-848,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Bolivar - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/bolivar-always-ready-z38RLiNj/,null,null,null,null,null,"Final result 3:0 (3:0, 0:0)",1-Dec-19,20:00
1576854497-822,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - The Strongest,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-the-strongest-t0qRtgaG/,18bet,2.8,3.5,2.2,91.10%,"Final result 0:4 (0:1, 0:3)",1-Dec-19,19:00
1576854506-851,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Wilstermann - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/wilstermann-destroyers-CKiApy0i/,Asianodds,1.09,9.94,27.73,94.90%,"Final result 7:1 (1:1, 6:0)",1-Dec-19,21:15
1576854491-810,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,Asianodds,1.7,4.07,4.49,94.60%,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854491-821,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,null,null,null,null,null,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854510-874,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Oriente Petrolero - Blooming,https://www.oddsportal.com/soccer/bolivia/division-profesional/oriente-petrolero-blooming-jBjEqeFc/,William Hill,2.3,3.5,2.7,91.70%,"Final result 2:1 (1:0, 1:1)",1-Dec-19,23:30
1576854491-819,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,Unibet,1.6,3.9,4.25,-,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854491-818,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,Pinnacle,1.7,4.07,4.49,94.60%,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854491-817,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,MrGreen,1.6,3.9,4.25,-,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854491-814,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,bwin,1.7,3.5,4.2,89.90%,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854491-813,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Sport Boys - Aurora,https://www.oddsportal.com/soccer/bolivia/division-profesional/sport-boys-aurora-byfMsZqA/,Bethard,1.65,3.9,4.35,91.50%,"Final result 4:0 (2:0, 2:0)",1-Dec-19,19:00
1576854497-824,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Nacional Potosi - The Strongest,https://www.oddsportal.com/soccer/bolivia/division-profesional/nacional-potosi-the-strongest-t0qRtgaG/,Asianodds,3.1,3.55,2.27,95.70%,"Final result 0:4 (0:1, 0:3)",1-Dec-19,19:00
1576854510-867,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Oriente Petrolero - Blooming,https://www.oddsportal.com/soccer/bolivia/division-profesional/oriente-petrolero-blooming-jBjEqeFc/,Bethard,2.3,3.45,2.65,90.70%,"Final result 2:1 (1:0, 1:1)",1-Dec-19,23:30
1576854506-854,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Wilstermann - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/wilstermann-destroyers-CKiApy0i/,bwin,1.08,8,16.5,90.00%,"Final result 7:1 (1:1, 6:0)",1-Dec-19,21:15
1576854501-841,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Bolivar - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/bolivar-always-ready-z38RLiNj/,bwin,1.4,4.6,5.5,89.80%,"Final result 3:0 (3:0, 0:0)",1-Dec-19,20:00
1576854510-875,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Oriente Petrolero - Blooming,https://www.oddsportal.com/soccer/bolivia/division-profesional/oriente-petrolero-blooming-jBjEqeFc/,null,null,null,null,null,"Final result 2:1 (1:0, 1:1)",1-Dec-19,23:30
1576854501-843,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Bolivar - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/bolivar-always-ready-z38RLiNj/,Marathonbet,1.36,5.6,6.8,94.30%,"Final result 3:0 (3:0, 0:0)",1-Dec-19,20:00
1576854501-846,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Bolivar - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/bolivar-always-ready-z38RLiNj/,Unibet,1.36,5.1,5.5,-,"Final result 3:0 (3:0, 0:0)",1-Dec-19,20:00
1576854501-842,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Bolivar - Always Ready,https://www.oddsportal.com/soccer/bolivia/division-profesional/bolivar-always-ready-z38RLiNj/,Coolbet,1.35,5,6.25,90.80%,"Final result 3:0 (3:0, 0:0)",1-Dec-19,20:00
1576854506-849,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Wilstermann - Destroyers,https://www.oddsportal.com/soccer/bolivia/division-profesional/wilstermann-destroyers-CKiApy0i/,18bet,1.09,8.5,19,91.90%,"Final result 7:1 (1:1, 6:0)",1-Dec-19,21:15
1576854488-796,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,1xBet,1.39,5.25,6.7,94.40%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-799,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,bet365,1.33,5,7.5,92.10%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-803,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Marathonbet,1.38,5.3,6.85,94.40%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-807,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,William Hill,1.35,5,6.5,91.40%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-805,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Pinnacle,1.37,5.32,6.93,94.10%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-804,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,MrGreen,1.38,4.6,5.5,-,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-808,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,null,null,null,null,null,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-801,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,bwin,1.36,4.75,6,89.90%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-798,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,bet-at-home,1.33,4.71,5.95,88.30%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-795,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,18bet,1.35,5,6.25,90.80%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-806,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Unibet,1.38,4.6,5.5,-,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-802,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Coolbet,1.37,4.75,6.25,90.90%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-797,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Asianodds,1.37,5.32,6.93,94.10%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854488-800,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Guabira,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-guabira-dC9NMX7p/,Bethard,1.38,4.9,5.85,90.90%,"Final result 1:0 (0:0, 1:0)",30-Nov-19,19:00
1576854484-786,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Bethard,1.09,8.75,14.5,90.90%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-794,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,null,null,null,null,null,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-784,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,bet-at-home,1.08,7.42,14.01,88.30%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-782,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,1xBet,1.15,9.4,12.5,94.70%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-785,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,bet365,1.1,9,13,91.10%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-793,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,William Hill,1.08,8.5,19,91.20%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-781,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,18bet,1.09,9,15,91.30%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-789,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Marathonbet,1.12,9.4,16.25,94.30%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-790,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,MrGreen,1.08,8.5,13,-,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-787,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,bwin,1.09,8.75,12.5,90.00%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-792,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Unibet,1.08,8.5,13,-,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-788,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Coolbet,1.09,8.5,15,90.80%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-791,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Pinnacle,1.08,9.26,18.19,91.80%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854484-783,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,San Jose - Sport Boys,https://www.oddsportal.com/soccer/bolivia/division-profesional/san-jose-sport-boys-x8QvVe04/,Asianodds,1.09,9.26,18.19,92.60%,"Final result 2:0 (1:0, 1:0)",29-Nov-19,0:00
1576854477-761,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Marathonbet,3.24,3.84,2.04,94.40%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-777,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Pinnacle,2.19,3.7,3.09,95.20%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-765,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,William Hill,3,3.8,2.05,92.20%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-771,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,bet365,1.95,3.4,3.4,90.80%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854481-767,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,18bet,2,3.6,3.15,91.30%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854481-768,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,1xBet,2.16,3.7,3.11,94.80%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-759,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,bwin,2.95,3.7,2,90.20%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-769,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Asianodds,2.19,3.8,3.12,96.10%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-762,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,MrGreen,3.05,3.6,1.98,-,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854477-758,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Bethard,3.05,3.65,2,90.80%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-774,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Coolbet,2,3.5,3.2,91.10%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854481-770,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,bet-at-home,1.95,3.52,3,88.50%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-756,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Asianodds,3.05,3.95,2.15,95.60%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-780,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,null,null,null,null,null,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-766,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,null,null,null,null,null,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-775,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Marathonbet,2.01,3.9,3.28,94.40%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-764,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Unibet,3.05,3.6,1.98,-,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-779,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,William Hill,1.91,3.6,3.3,90.50%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-763,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Pinnacle,3.05,3.88,2.15,95.20%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854477-754,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,18bet,3,3.8,2.05,92.20%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-778,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Unibet,2.02,3.45,3.05,-,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-757,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,bet365,3.2,3.6,2,91.70%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-776,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,MrGreen,2.02,3.45,3.05,-,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854477-760,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,Coolbet,3.1,3.6,1.98,90.50%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854477-755,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Real Potosi - Bolivar,https://www.oddsportal.com/soccer/bolivia/division-profesional/real-potosi-bolivar-vXMeRDaT/,1xBet,3.56,4.02,1.9,94.70%,"Final result 2:5 (0:3, 2:2)",28-Nov-19,0:30
1576854481-772,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,Bethard,2.05,3.5,3.1,91.20%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854481-773,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Always Ready - Wilstermann,https://www.oddsportal.com/soccer/bolivia/division-profesional/always-ready-wilstermann-SdJiSgpN/,bwin,2.05,3.3,3.1,89.80%,"Final result 1:1 (1:0, 0:1)",28-Nov-19,19:00
1576854474-753,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,null,null,null,null,null,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-749,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,MrGreen,3.4,3.45,1.9,-,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-751,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Unibet,3.4,3.45,1.9,-,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-746,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,bwin,2.95,3.5,2.05,89.90%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-747,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Coolbet,3.25,3.6,1.95,91.10%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-741,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,1xBet,3.44,3.7,2.02,94.70%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-752,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,William Hill,3.3,3.6,1.95,91.40%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-744,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,bet365,3.2,3.75,1.95,91.60%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-750,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Pinnacle,3.2,4.05,2.03,95.10%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-748,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Marathonbet,3.32,3.78,2.03,94.50%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-740,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,18bet,3.15,3.7,1.95,90.90%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-742,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Asianodds,3.35,4.05,2.06,97.00%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-745,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,Bethard,3.35,3.55,1.95,91.50%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854474-743,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Aurora - Nacional Potosi,https://www.oddsportal.com/soccer/bolivia/division-profesional/aurora-nacional-potosi-bHRzWyob/,bet-at-home,3.16,3.46,1.91,88.60%,"Final result 1:1 (0:1, 1:0)",27-Nov-19,22:15
1576854470-733,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Destroyers - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/destroyers-oriente-petrolero-pYTnTZUG/,Coolbet,4.75,3.85,1.6,91.30%,"Final result 1:2 (0:0, 1:2)",26-Nov-19,0:00
1576854470-728,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Destroyers - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/destroyers-oriente-petrolero-pYTnTZUG/,1xBet,5.1,3.88,1.66,94.70%,"Final result 1:2 (0:0, 1:2)",26-Nov-19,0:00
1576854470-734,https://www.oddsportal.com/soccer/bolivia/division-profesional/results/,Destroyers - Oriente Petrolero,https://www.oddsportal.com/soccer/bolivia/division-profesional/destroyers-oriente-petrolero-pYTnTZUG/,Marathonbet,5.25,3.88,1.64,94.50%,"Final result 1:2 (0:0, 1:2)",26-Nov-19,0:00
