web-scraper-order,web-scraper-start-url,match,match-href,Bookmakers,Home Odds,Draw Odds,Away Odds,Payout,results,date,time
"1579704185-16","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Sport Boys - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/sport-boys-nacional-potosi-KS1nnlyd/","bet365","2.37","3.50","2.62","91.8%","Final result 0:0 (0:0, 0:0)","07 Dec  2019","19:00"
"1579704248-176","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-wilstermann-8lrs8VcF/","MrGreen","5.50","4.25","1.43","-","Final result 0:2 (0:0, 0:2)","13 Dec  2019","00:30"
"1579704299-290","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Real Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-real-potosi-Y9h1abBC/","Asianodds","2.21","4.28","2.76","95.4%","Final result 0:0 (0:0, 0:0)","18 Dec  2019","22:15"
"1579704270-222","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Aurora","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-aurora-YeDSpadJ/","bwin","1.04","10.50","20.00","-","Bolivar awarded (5:0)","15 Dec  2019","20:00"
"1579704413-512","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Destroyers","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-destroyers-UaM3Doih/","null","null","null","null","null","Final result 1:0 (0:0, 1:0)","25 Dec  2019","20:00"
"1579704279-244","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-sport-boys-6qrs4Mds/","bet365","2.05","3.50","2.90","89.4%","Final result 0:1 (0:0, 0:1)","15 Dec  2019","21:15"
"1579704372-437","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-always-ready-nyXbERyn/","MrGreen","1.06","10.00","15.00","-","Final result 3:2 (2:2, 1:0)","25 Dec  2019","20:00"
"1579704240-158","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-oriente-petrolero-ERrw9Br9/","Asianodds","1.06","12.43","23.99","93.8%","Final result 2:0 (0:0, 2:0)","13 Dec  2019","00:30"
"1579704372-436","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-always-ready-nyXbERyn/","Coolbet","1.06","10.00","17.00","90.7%","Final result 3:2 (2:2, 1:0)","25 Dec  2019","20:00"
"1579704304-311","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Destroyers","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-destroyers-tzd9cxtP/","William Hill","1.38","4.75","6.50","91.8%","Final result 1:0 (1:0, 0:0)","19 Dec  2019","00:30"
"1579704446-579","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Aurora","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-aurora-GGOFAqyB/","Coolbet","1.35","4.75","6.50","90.5%","Final result 0:1 (0:1, 0:0)","28 Dec  2019","20:00"
"1579704266-207","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-guabira-bwLFm1C0/","bet-at-home","2.03","3.24","3.05","88.6%","Final result 0:0 (0:0, 0:0)","15 Dec  2019","19:00"
"1579704346-384","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Oriente Petrolero - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/oriente-petrolero-royal-pari-OMaxcQ6B/","bet-at-home","2.18","3.41","2.65","88.5%","Final result 1:3 (0:1, 1:2)","22 Dec  2019","19:00"
"1579704223-131","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Bolivar","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-bolivar-pE5Aj3Ss/","William Hill","2.10","3.70","2.90","91.6%","Final result 2:2 (1:1, 1:1)","12 Dec  2019","00:30"
"1579704290-266","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Guabira - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/guabira-royal-pari-4U0p3tCm/","Asianodds","2.43","3.35","2.89","94.7%","Final result 1:1 (1:1, 0:0)","18 Dec  2019","19:00"
"1579704266-205","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-guabira-bwLFm1C0/","1xBet","2.10","3.66","3.26","94.7%","Final result 0:0 (0:0, 0:0)","15 Dec  2019","19:00"
"1579704353-395","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-nacional-potosi-GddUbnxa/","Asianodds","1.23","6.98","9.05","93.7%","Final result 2:1 (1:0, 1:1)","22 Dec  2019","20:00"
"1579704219-120","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Real Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-real-potosi-QPM7kNsl/","null","null","null","null","null","Final result 2:0 (1:0, 1:0)","11 Dec  2019","22:15"
"1579704360-406","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-sport-boys-Ua0Yc6i5/","1xBet","1.08","10.50","28.00","94.6%","Final result 3:2 (1:0, 2:2)","22 Dec  2019","21:15"
"1579704385-464","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Blooming","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-blooming-8jL7C56b/","William Hill","1.27","6.00","7.50","92.0%","Final result 4:0 (0:0, 4:0)","25 Dec  2019","20:00"
"1579704346-385","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Oriente Petrolero - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/oriente-petrolero-royal-pari-OMaxcQ6B/","bet365","2.30","3.60","2.62","91.4%","Final result 1:3 (0:1, 1:2)","22 Dec  2019","19:00"
"1579704254-189","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Blooming","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-blooming-CtPJnLR6/","Pinnacle","1.20","7.02","10.98","93.7%","Final result 3:0 (0:0, 3:0)","14 Dec  2019","19:00"
"1579704430-547","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-sport-boys-65HS7sLT/","William Hill","1.75","3.70","4.00","91.6%","null","28 Dec  2019","20:00"
"1579704180-8","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-wilstermann-C2x9YU6d/","MrGreen","2.50","3.35","2.40","-","Final result 0:3 (0:2, 0:1)","06 Dec  2019","00:30"
"1579704430-544","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-sport-boys-65HS7sLT/","MrGreen","1.90","3.70","3.10","-","null","28 Dec  2019","20:00"
"1579704270-223","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Aurora","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-aurora-YeDSpadJ/","Coolbet","1.05","9.50","22.50","-","Bolivar awarded (5:0)","15 Dec  2019","20:00"
"1579704378-448","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Sport Boys - Bolivar","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/sport-boys-bolivar-buhkfOjU/","Coolbet","5.25","4.50","1.45","90.7%","Final result 1:3 (0:1, 1:2)","25 Dec  2019","20:00"
"1579704201-54","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Blooming","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-blooming-foI7gWrM/","bwin","1.14","6.50","13.00","90.3%","Final result 6:0 (1:0, 5:0)","08 Dec  2019","20:00"
"1579704413-507","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Destroyers","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-destroyers-UaM3Doih/","bwin","1.48","4.25","5.00","90.0%","Final result 1:0 (0:0, 1:0)","25 Dec  2019","20:00"
"1579704273-236","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-the-strongest-MB6A9rZJ/","MrGreen","2.60","3.35","2.33","-","Final result 1:1 (1:1, 0:0)","15 Dec  2019","21:15"
"1579704196-37","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-guabira-MXJaehE9/","1xBet","1.22","7.00","11.00","94.9%","Final result 4:0 (0:0, 4:0)","08 Dec  2019","19:00"
"1579704353-401","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-nacional-potosi-GddUbnxa/","MrGreen","1.22","6.00","8.00","-","Final result 2:1 (1:0, 1:1)","22 Dec  2019","20:00"
"1579704428-535","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-guabira-xQPBBPL4/","William Hill","1.03","12.00","29.00","91.9%","Final result 2:1 (1:1, 1:0)","28 Dec  2019","20:00"
"1579704397-483","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Nacional Potosi - Real Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/nacional-potosi-real-potosi-z1TfF7Mu/","bwin","1.48","4.75","4.50","90.2%","Final result 1:2 (0:1, 1:1)","25 Dec  2019","20:00"
"1579704308-319","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Nacional Potosi - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/nacional-potosi-wilstermann-xrah1Kt0/","Coolbet","2.65","3.25","2.40","90.8%","Final result 1:3 (0:1, 1:2)","19 Dec  2019","22:15"
"1579704308-316","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Nacional Potosi - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/nacional-potosi-wilstermann-xrah1Kt0/","bet365","2.75","3.40","2.37","92.6%","Final result 1:3 (0:1, 1:2)","19 Dec  2019","22:15"
"1579704213-101","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-always-ready-4GLBlscf/","Bethard","2.60","3.60","2.30","91.1%","Final result 1:3 (0:1, 1:2)","11 Dec  2019","19:00"
"1579704442-565","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","Bethard","1.06","10.50","17.25","91.2%","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704235-147","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Guabira - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/guabira-sport-boys-bJ0jo8j2/","bet-at-home","2.28","3.38","2.53","88.5%","Final result 0:0 (0:0, 0:0)","13 Dec  2019","00:00"
"1579704391-468","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-wilstermann-Klgoe4yO/","bet-at-home","4.94","4.38","1.43","88.5%","Final result 0:2 (0:0, 0:2)","25 Dec  2019","20:00"
"1579704211-94","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Oriente Petrolero - Aurora","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/oriente-petrolero-aurora-C2bvlA6q/","Unibet","1.04","10.00","20.00","-","Final result 2:1 (1:0, 1:1)","10 Dec  2019","00:30"
"1579704353-396","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-nacional-potosi-GddUbnxa/","bet-at-home","1.18","6.11","8.32","88.4%","Final result 2:1 (1:0, 1:1)","22 Dec  2019","20:00"
"1579704442-567","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","Coolbet","1.05","11.00","18.00","91.0%","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704290-268","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Guabira - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/guabira-royal-pari-4U0p3tCm/","bet365","2.30","3.30","2.75","90.8%","Final result 1:1 (1:1, 0:0)","18 Dec  2019","19:00"
"1579704240-165","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-oriente-petrolero-ERrw9Br9/","Pinnacle","1.06","12.40","23.93","93.8%","Final result 2:0 (0:0, 2:0)","13 Dec  2019","00:30"
"1579704442-569","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","Pinnacle","1.08","11.96","21.63","94.7%","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704296-285","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-always-ready-SWi5bIQI/","Pinnacle","1.46","5.01","5.54","93.9%","Final result 2:3 (1:2, 1:1)","18 Dec  2019","22:15"
"1579704366-420","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-guabira-p8Mk6UqP/","bet-at-home","1.37","4.63","5.45","88.5%","Final result 1:1 (0:1, 1:0)","22 Dec  2019","23:30"
"1579704372-431","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-always-ready-nyXbERyn/","Asianodds","1.07","11.44","17.50","92.7%","Final result 3:2 (2:2, 1:0)","25 Dec  2019","20:00"
"1579704430-545","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-sport-boys-65HS7sLT/","Pinnacle","1.96","3.95","3.41","94.6%","null","28 Dec  2019","20:00"
"1579704326-349","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Aurora","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-aurora-fs8L087n/","Asianodds","1.22","7.29","9.20","93.8%","Final result 0:2 (0:0, 0:2)","21 Dec  2019","19:00"
"1579704254-190","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Blooming","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-blooming-CtPJnLR6/","Unibet","1.23","5.60","8.00","-","Final result 3:0 (0:0, 3:0)","14 Dec  2019","19:00"
"1579704442-566","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","bwin","1.05","10.00","16.50","89.8%","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704248-171","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-wilstermann-8lrs8VcF/","bet-at-home","5.29","4.16","1.43","88.6%","Final result 0:2 (0:0, 0:2)","13 Dec  2019","00:30"
"1579704339-371","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-the-strongest-YX6PaSMh/","Asianodds","6.10","5.00","1.38","91.9%","Final result 1:3 (0:1, 1:2)","22 Dec  2019","19:00"
"1579704332-366","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-san-jose-nH8H1lht/","Pinnacle","4.01","4.74","1.66","94.1%","Final result 4:2 (3:0, 1:2)","21 Dec  2019","21:15"
"1579704191-27","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - Destroyers","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-destroyers-0OI3fCTF/","bet-at-home","1.16","5.98","9.70","88.3%","Final result 5:0 (3:0, 2:0)","08 Dec  2019","19:00"
"1579704332-364","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-san-jose-nH8H1lht/","Coolbet","3.85","4.20","1.65","90.6%","Final result 4:2 (3:0, 1:2)","21 Dec  2019","21:15"
"1579704196-44","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-guabira-MXJaehE9/","MrGreen","1.15","6.50","11.50","-","Final result 4:0 (0:0, 4:0)","08 Dec  2019","19:00"
"1579704296-286","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-always-ready-SWi5bIQI/","Unibet","1.42","4.60","5.10","-","Final result 2:3 (1:2, 1:1)","18 Dec  2019","22:15"
"1579704299-296","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Aurora - Real Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/aurora-real-potosi-Y9h1abBC/","MrGreen","2.02","3.50","2.95","-","Final result 0:0 (0:0, 0:0)","18 Dec  2019","22:15"
"1579704391-475","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - Wilstermann","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-wilstermann-Klgoe4yO/","Unibet","5.30","4.50","1.38","-","Final result 0:2 (0:0, 0:2)","25 Dec  2019","20:00"
"1579704273-234","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-the-strongest-MB6A9rZJ/","bwin","2.50","3.40","2.40","90.0%","Final result 1:1 (1:1, 0:0)","15 Dec  2019","21:15"
"1579704339-376","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-the-strongest-YX6PaSMh/","Coolbet","6.00","5.00","1.37","91.2%","Final result 1:3 (0:1, 1:2)","22 Dec  2019","19:00"
"1579704360-416","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-sport-boys-Ua0Yc6i5/","William Hill","1.08","9.00","15.00","90.6%","Final result 3:2 (1:0, 2:2)","22 Dec  2019","21:15"
"1579704273-239","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-the-strongest-MB6A9rZJ/","William Hill","2.55","3.60","2.38","91.7%","Final result 1:1 (1:1, 0:0)","15 Dec  2019","21:15"
"1579704313-329","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Sport Boys - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/sport-boys-oriente-petrolero-bi0l20Rg/","Bethard","1.95","3.40","3.35","90.5%","Final result 1:2 (0:0, 1:2)","20 Dec  2019","00:00"
"1579704436-550","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-the-strongest-buEK93jH/","Asianodds","5.54","5.34","1.27","86.6%","Final result 2:3 (0:1, 2:2)","28 Dec  2019","20:00"
"1579704296-282","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","San Jose - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/san-jose-always-ready-SWi5bIQI/","bwin","1.44","4.33","5.50","90.3%","Final result 2:3 (1:2, 1:1)","18 Dec  2019","22:15"
"1579704273-235","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-the-strongest-MB6A9rZJ/","Coolbet","2.65","3.40","2.35","91.2%","Final result 1:1 (1:1, 0:0)","15 Dec  2019","21:15"
"1579704254-181","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Blooming","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-blooming-CtPJnLR6/","1xBet","1.28","6.10","8.70","94.3%","Final result 3:0 (0:0, 3:0)","14 Dec  2019","19:00"
"1579704378-447","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Sport Boys - Bolivar","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/sport-boys-bolivar-buhkfOjU/","bwin","5.00","4.50","1.45","89.9%","Final result 1:3 (0:1, 1:2)","25 Dec  2019","20:00"
"1579704279-251","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-sport-boys-6qrs4Mds/","William Hill","2.15","3.40","3.00","91.5%","Final result 0:1 (0:0, 0:1)","15 Dec  2019","21:15"
"1579704332-361","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-san-jose-nH8H1lht/","bet365","4.20","4.00","1.66","91.7%","Final result 4:2 (3:0, 1:2)","21 Dec  2019","21:15"
"1579704260-199","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-san-jose-f5EOousD/","Coolbet","2.95","3.75","2.02","90.9%","Final result 1:4 (0:1, 1:3)","15 Dec  2019","19:00"
"1579704442-571","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","William Hill","1.04","11.00","26.00","91.7%","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704208-74","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - The Strongest","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-the-strongest-jgcrmULk/","Asianodds","4.70","4.68","1.64","96.5%","Final result 0:2 (0:0, 0:2)","08 Dec  2019","23:30"
"1579704206-62","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Wilstermann - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/wilstermann-san-jose-6LLBhjbS/","Asianodds","1.74","4.30","4.31","96.2%","Final result 1:1 (0:0, 1:1)","08 Dec  2019","21:15"
"1579704452-592","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-nacional-potosi-CrIO8N5N/","Pinnacle","3.62","2.80","2.35","94.4%","Final result 3:2 (1:1, 2:1)","28 Dec  2019","20:00"
"1579704279-252","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Royal Pari - Sport Boys","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/royal-pari-sport-boys-6qrs4Mds/","null","null","null","null","null","Final result 0:1 (0:0, 0:1)","15 Dec  2019","21:15"
"1579704452-589","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Always Ready - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/always-ready-nacional-potosi-CrIO8N5N/","bwin","3.00","3.00","2.25","90.0%","Final result 3:2 (1:1, 2:1)","28 Dec  2019","20:00"
"1579704372-433","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","The Strongest - Always Ready","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/the-strongest-always-ready-nyXbERyn/","bet365","1.05","10.00","19.00","90.5%","Final result 3:2 (2:2, 1:0)","25 Dec  2019","20:00"
"1579704266-206","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Destroyers - Guabira","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/destroyers-guabira-bwLFm1C0/","Asianodds","2.15","3.57","3.30","95.4%","Final result 0:0 (0:0, 0:0)","15 Dec  2019","19:00"
"1579704219-117","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Blooming - Real Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/blooming-real-potosi-QPM7kNsl/","Pinnacle","1.45","4.66","6.29","94.1%","Final result 2:0 (1:0, 1:0)","11 Dec  2019","22:15"
"1579704185-20","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Sport Boys - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/sport-boys-nacional-potosi-KS1nnlyd/","MrGreen","2.28","3.40","2.65","-","Final result 0:0 (0:0, 0:0)","07 Dec  2019","19:00"
"1579704442-570","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Bolivar - Royal Pari","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/bolivar-royal-pari-8E3f31Tp/","Unibet","1.05","11.00","16.00","-","Final result 2:2 (1:1, 1:1)","28 Dec  2019","20:00"
"1579704260-202","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/results/","Real Potosi - San Jose","https://www.oddsportal.com/soccer/bolivia/division-profesional-2019/real-potosi-san-jose-f5EOousD/","Unibet","2.90","3.80","1.98","-","Final result 1:4 (0:1, 1:3)","15 Dec  2019","19:00"
