web-scraper-order,web-scraper-start-url,match,match-href,Bookmakers,Home Odds,Draw Odds,Away Odds,Payout,results,date,time
"1574805117-11421","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Real Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-sport-boys-WQe2sTIJ/","Marathonbet","1.53","4.45","6.10","95.9%","Final result 2:3 (2:1, 0:2)","02 Apr  2017","23:30"
"1574805349-12367","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Blooming - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-the-strongest-fu9xJ7hh/","Pinnacle","2.63","3.73","2.56","96.3%","Final result 4:1 (1:0, 3:1)","29 Jun  2017","00:30"
"1574804939-10824","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Oriente Petrolero - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-the-strongest-0lUmU4v2/","1xBet","2.68","3.17","2.58","92.9%","Final result 1:1 (0:0, 1:1)","18 Dec  2016","19:30"
"1574805552-13281","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","San Jose - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-wilstermann-UNI1YKXc/","Asianodds","2.18","3.51","3.38","96.2%","Final result 3:1 (0:1, 3:0)","19 Oct  2017","22:30"
"1574805585-13433","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Bolivar - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-petrolero-de-yacuiba-McBSPmoe/","null","null","null","null","null","Final result 2:0 (1:0, 1:0)","29 Oct  2017","20:00"
"1574804561-9641","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Blooming - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-wilstermann-G6LS4Zh0/","1xBet","2.27","3.42","3.24","96.0%","Final result 1:1 (1:1, 0:0)","14 Aug  2016","23:30"
"1574804640-9907","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","The Strongest - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-real-potosi-U9o2JY7g/","Unibet","1.33","5.15","7.30","92.3%","Final result 0:0 (0:0, 0:0)","22 Sep  2016","00:00"
"1574805227-11875","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Nacional Potosi - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-blooming-xroDgW7q/","bwin","1.42","4.10","6.00","89.7%","Final result 1:0 (1:0, 0:0)","20 May  2017","19:00"
"1574805335-12304","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","U. Sucre - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-bolivar-dpsC2n8B/","bet365","4.00","3.75","1.73","91.3%","Final result 0:2 (0:2, 0:0)","25 Jun  2017","19:00"
"1574804653-9965","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Nacional Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-sport-boys-M5F3Nv5d/","Marathonbet","1.67","3.90","5.40","96.1%","Final result 3:1 (3:0, 0:1)","25 Sep  2016","21:15"
"1574805361-12406","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Oriente Petrolero - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-real-potosi-U36yhiCc/","Bethard","1.29","4.75","7.25","89.0%","Final result 3:1 (1:0, 2:1)","28 Jul  2017","19:30"
"1574805561-13328","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Wilstermann - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-universitario-de-sucre-8xdlPGfp/","Unibet","1.45","4.00","5.75","89.8%","Final result 3:0 (0:0, 3:0)","22 Oct  2017","19:00"
"1574805497-13020","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","San Jose - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-real-potosi-COqaKXiI/","1xBet","1.69","4.14","4.84","96.2%","Final result 3:0 (0:0, 3:0)","24 Sep  2017","21:15"
"1574805504-13069","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Real Potosi - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-the-strongest-nu1BN3Ju/","William Hill","2.90","3.30","2.20","90.7%","Final result 1:2 (0:1, 1:1)","28 Sep  2017","00:00"
"1574804880-10655","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Real Potosi - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-the-strongest-KGBk4HKu/","null","null","null","null","null","Final result 0:2 (0:1, 0:1)","04 Dec  2016","21:15"
"1574805366-12431","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","U. Sucre - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-wilstermann-jJfpjVtA/","bwin","2.15","3.30","2.90","89.8%","Final result 2:4 (0:2, 2:2)","29 Jul  2017","21:15"
"1574805619-13573","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Guabira - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-blooming-MJn3xRU0/","Pinnacle","2.65","3.56","2.64","96.4%","Final result 0:0 (0:0, 0:0)","12 Nov  2017","19:00"
"1574805347-12352","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Bolivar - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-oriente-petrolero-YV7tIR7b/","Bethard","1.09","7.50","14.75","89.4%","Final result 1:0 (0:0, 1:0)","29 Jun  2017","00:30"
"1574805499-13032","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Blooming - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-sport-boys-6oq3Ji7O/","18bet","2.05","3.50","3.35","93.3%","Final result 2:0 (0:0, 2:0)","24 Sep  2017","23:30"
"1574804653-9966","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Nacional Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-sport-boys-M5F3Nv5d/","Pinnacle","1.69","3.86","5.31","96.2%","Final result 3:1 (3:0, 0:1)","25 Sep  2016","21:15"
"1574805448-12815","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","The Strongest - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-guabira-OSd8Bx9m/","1xBet","1.30","6.15","9.00","95.9%","Final result 3:0 (2:0, 1:0)","09 Sep  2017","21:15"
"1574805289-12120","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","U. Sucre - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-blooming-AgncSg9p/","null","null","null","null","null","Final result 0:1 (0:0, 0:1)","14 Jun  2017","22:15"
"1574805098-11358","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Real Potosi - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-nacional-potosi-MF4QMDqf/","William Hill","2.80","3.60","2.15","90.9%","Final result 1:2 (0:2, 1:0)","26 Mar  2017","19:00"
"1574805537-13216","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-oriente-petrolero-YePhzs3o/","Asianodds","2.48","3.50","3.05","98.3%","Final result 1:1 (1:0, 0:1)","15 Oct  2017","23:30"
"1574804764-10317","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","U. Sucre - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-the-strongest-lzfZO92M/","null","null","null","null","null","Final result 1:1 (0:1, 1:0)","02 Nov  2016","19:00"
"1574804594-9764","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Guabira - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-san-jose-6eCWYD7t/","bwin","1.78","3.30","4.00","89.7%","Final result 5:2 (4:0, 1:2)","11 Sep  2016","19:00"
"1574805112-11403","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Oriente Petrolero - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-wilstermann-QT8GJPQC/","null","null","null","null","null","Final result 2:0 (0:0, 2:0)","02 Apr  2017","19:00"
"1574805090-11328","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Nacional Potosi - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-universitario-de-sucre-rsyPT9lK/","1xBet","1.69","4.56","4.34","96.0%","Final result 1:0 (0:0, 1:0)","17 Mar  2017","00:00"
"1574805310-12190","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Wilstermann - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-oriente-petrolero-Qoti7Agt/","Unibet","1.55","3.75","5.35","91.0%","Final result 5:1 (3:1, 2:0)","18 Jun  2017","19:00"
"1574804901-10704","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Petrolero de Yacuiba - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-the-strongest-WbqvOTHS/","William Hill","3.60","3.25","1.95","91.1%","Final result 0:1 (0:0, 0:1)","08 Dec  2016","19:00"
"1574805043-11178","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Wilstermann - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-universitario-de-sucre-ITlaf9c1/","bwin","1.65","3.60","4.33","89.7%","Final result 1:1 (1:0, 0:1)","03 Mar  2017","00:00"
"1574804607-9818","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","U. Sucre - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-sport-boys-zy4mVV65/","William Hill","1.80","3.40","4.00","90.9%","Final result 2:1 (0:1, 2:0)","15 Sep  2016","00:15"
"1574804955-10885","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Nacional Potosi - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-oriente-petrolero-2uPWTepJ/","bet-at-home","1.48","3.93","5.06","88.7%","Final result 4:0 (2:0, 2:0)","22 Dec  2016","00:00"
"1574805427-12716","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Petrolero de Yacuiba - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-nacional-potosi-bsgp7NH1/","bet-at-home","1.75","3.48","3.71","88.6%","Final result 0:1 (0:0, 0:1)","24 Aug  2017","19:00"
"1574805494-13016","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","The Strongest - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-bolivar-YXpeLDxC/","Unibet","2.60","3.45","2.30","90.2%","Final result 1:2 (0:0, 1:2)","24 Sep  2017","19:00"
"1574805509-13094","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Oriente Petrolero - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-guabira-f54JLslh/","Unibet","1.74","3.60","3.90","90.2%","Final result 3:1 (0:1, 3:0)","28 Sep  2017","00:30"
"1574805631-13630","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Sport Boys - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-bolivar-rPXcb8iK/","1xBet","3.22","3.70","2.17","96.0%","Final result 1:3 (1:0, 0:3)","18 Nov  2017","19:00"
"1574805157-11615","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","The Strongest - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-guabira-hI7Wp2PB/","Unibet","1.20","6.75","11.00","93.2%","Final result 3:3 (2:1, 1:2)","22 Apr  2017","21:15"
"1574804951-10868","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Sport Boys - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-bolivar-xYRKWc00/","Marathonbet","3.45","2.91","2.45","96.0%","Final result 3:2 (2:1, 1:1)","21 Dec  2016","19:30"
"1574804564-9650","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","San Jose - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-oriente-petrolero-2NNv2XxJ/","18bet","1.66","3.63","4.15","89.4%","Final result 2:0 (2:0, 0:0)","20 Aug  2016","00:00"
"1574805512-13097","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-san-jose-Ye3NK13b/","18bet","1.69","3.80","4.30","92.0%","Final result 1:0 (0:0, 1:0)","28 Sep  2017","19:00"
"1574805269-12039","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","U. Sucre - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-nacional-potosi-hzZK4HXs/","bet-at-home","1.85","3.50","3.28","88.4%","Final result 1:2 (0:1, 1:1)","10 Jun  2017","19:00"
"1574804561-9648","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Blooming - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-wilstermann-G6LS4Zh0/","William Hill","2.25","3.25","2.88","91.0%","Final result 1:1 (1:1, 0:0)","14 Aug  2016","23:30"
"1574805195-11756","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Real Potosi - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-bolivar-2mBztDwp/","Coolbet","3.60","3.50","1.87","91.1%","Final result 2:1 (1:0, 1:1)","07 May  2017","19:00"
"1574804975-10954","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Blooming - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-sport-boys-zJre7Yq7/","bet-at-home","1.88","3.22","3.47","-","Final result 1:3 (0:2, 1:1)","29 Jan  2017","23:30"
"1574804601-9795","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Wilstermann - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-the-strongest-dp5qWBia/","Marathonbet","2.14","3.58","3.38","95.9%","Final result 0:3 (0:2, 0:1)","11 Sep  2016","21:15"
"1574805512-13103","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-san-jose-Ye3NK13b/","bwin","1.72","3.40","4.25","90.0%","Final result 1:0 (0:0, 1:0)","28 Sep  2017","19:00"
"1574805512-13104","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-san-jose-Ye3NK13b/","Coolbet","1.68","3.75","4.20","90.9%","Final result 1:0 (0:0, 1:0)","28 Sep  2017","19:00"
"1574805407-12633","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","The Strongest - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-petrolero-de-yacuiba-O0MlImQ2/","bet365","1.18","6.00","12.00","91.1%","Final result 1:1 (0:1, 1:0)","19 Aug  2017","21:15"
