web-scraper-order,web-scraper-start-url,match,match-href,Bookmakers,Home Odds,Draw Odds,Away Odds,Payout,results,date,time
"1574805384-12529","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","San Jose - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-blooming-jZr85Atc/","Marathonbet","1.34","5.20","9.60","95.9%","Final result 1:1 (1:0, 0:1)","07 Aug  2017","21:15"
"1574804551-9609","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Sport Boys - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-real-potosi-O8tlCH0Q/","null","null","null","null","null","Final result 1:1 (0:0, 1:1)","13 Aug  2016","19:00"
"1574804680-10049","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Petrolero de Yacuiba - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-real-potosi-z9uwxvKk/","null","null","null","null","null","Final result 1:1 (0:1, 1:0)","15 Oct  2016","19:00"
"1574805589-13440","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Real Potosi - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-nacional-potosi-4M0XO701/","bwin","2.70","3.25","2.30","89.9%","Final result 2:1 (2:0, 0:1)","29 Oct  2017","21:15"
"1574804809-10425","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","Oriente Petrolero - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-bolivar-8dAIcX3N/","William Hill","2.25","3.10","3.00","90.9%","Final result 1:1 (0:1, 1:0)","20 Nov  2016","23:30"
"1574805582-13410","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Guabira - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-wilstermann-EX7KR9Gr/","Asianodds","2.19","3.46","2.80","90.7%","Final result 0:1 (0:0, 0:1)","29 Oct  2017","19:00"
"1574804965-10925","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","San Jose - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-bolivar-ncjrAz0l/","bet365","2.50","3.40","2.50","91.4%","Final result 1:4 (1:0, 0:4)","29 Jan  2017","19:00"
"1574805691-13920","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Bolivar - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-the-strongest-pz1cHMca/","Bethard","1.95","3.55","3.30","91.1%","Final result 0:0 (0:0, 0:0)","08 Dec  2017","00:30"
"1574804811-10434","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","Guabira - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-petrolero-de-yacuiba-vu1lhBRp/","Unibet","2.00","3.60","3.25","92.1%","Final result 1:0 (0:0, 1:0)","23 Nov  2016","19:30"
"1574805490-12986","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Petrolero de Yacuiba - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-guabira-YcGjOFhg/","bet365","2.05","3.50","3.10","91.2%","Final result 4:3 (2:2, 2:1)","23 Sep  2017","19:00"
"1574805039-11161","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","U. Sucre - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-petrolero-de-yacuiba-x4xWw6Ko/","William Hill","1.50","4.00","5.50","91.0%","Final result 3:1 (3:1, 0:0)","23 Feb  2017","22:15"
"1574805677-13850","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Guabira - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-petrolero-de-yacuiba-jXsz0LSO/","18bet","1.63","3.90","5.00","93.5%","Final result 2:1 (1:0, 1:1)","06 Dec  2017","19:00"
"1574805255-11988","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Nacional Potosi - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-guabira-fqJOBVTR/","null","null","null","null","null","Final result 2:1 (0:1, 2:0)","27 May  2017","19:00"
"1574805340-12329","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Oriente Petrolero - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-nacional-potosi-zytG16NH/","Bethard","1.49","4.05","5.00","89.4%","Final result 4:1 (1:1, 3:0)","25 Jun  2017","21:15"
"1574805739-14111","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Destroyers - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/destroyers-petrolero-de-yacuiba-EqvfZ4AH/","bet365","2.14","3.39","3.29","93.8%","Final result 1:1 (0:1, 1:0)","28 Dec  2017","00:00"
"1574805672-13826","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","San Jose - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-bolivar-6qtO2Nr6/","Asianodds","3.22","3.00","2.62","97.5%","Final result 1:1 (0:0, 1:1)","01 Dec  2017","22:15"
"1574805201-11782","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Blooming - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-guabira-z19rvi8d/","Pinnacle","1.75","4.18","4.36","96.2%","Final result 3:2 (2:1, 1:1)","07 May  2017","23:30"
"1574805734-14096","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Petrolero de Yacuiba - Destroyers","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-destroyers-WKlkzoeB/","1xBet","1.61","3.14","5.05","-","Final result 0:3 (0:0, 0:3)","23 Dec  2017","19:30"
"1574804604-9801","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Nacional Potosi - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-wilstermann-4p3FhuNJ/","1xBet","3.08","3.24","2.45","96.0%","Final result 3:1 (0:0, 3:1)","14 Sep  2016","22:00"
"1574805528-13177","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","U. Sucre - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-bolivar-08fvHJ2N/","Asianodds","3.14","3.64","2.30","97.3%","Final result 1:2 (0:2, 1:0)","15 Oct  2017","19:00"
"1574805330-12281","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Real Potosi - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-blooming-r1qOaphU/","Bethard","1.43","4.10","5.65","89.3%","Final result 3:1 (1:0, 2:1)","24 Jun  2017","19:00"
"1574805098-11350","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Real Potosi - Nacional Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-nacional-potosi-MF4QMDqf/","1xBet","2.79","3.50","2.32","93.0%","Final result 1:2 (0:2, 1:0)","26 Mar  2017","19:00"
"1574805384-12523","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","San Jose - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-blooming-jZr85Atc/","1xBet","1.40","5.30","7.60","96.7%","Final result 1:1 (1:0, 0:1)","07 Aug  2017","21:15"
"1574804561-9649","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Blooming - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-wilstermann-G6LS4Zh0/","null","null","null","null","null","Final result 1:1 (1:1, 0:0)","14 Aug  2016","23:30"
"1574804958-10897","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Blooming - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-real-potosi-f9xGXwof/","bwin","1.50","3.80","5.50","90.0%","Final result 1:0 (0:0, 1:0)","22 Dec  2016","00:00"
"1574804869-10611","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Nacional Potosi - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-bolivar-YRgrdKSI/","bwin","3.20","3.25","2.05","90.3%","Final result 1:4 (0:1, 1:3)","03 Dec  2016","19:30"
"1574804988-10994","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","The Strongest - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-wilstermann-OvPkTF6Q/","bet365","1.62","3.75","4.50","90.4%","Final result 2:1 (1:0, 1:1)","05 Feb  2017","16:00"
"1574805605-13510","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Real Potosi - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-universitario-de-sucre-jV8KpkNK/","William Hill","1.91","3.50","3.40","90.6%","Final result 1:1 (0:0, 1:1)","05 Nov  2017","19:00"
"1574805317-12225","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Nacional Potosi - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-bolivar-6ela5lOh/","Pinnacle","2.89","3.79","2.33","96.2%","Final result 0:3 (0:2, 0:1)","18 Jun  2017","23:30"
"1574805422-12698","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Guabira - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-san-jose-U15X9PXr/","Pinnacle","1.68","4.20","4.86","96.2%","Final result 3:1 (1:1, 2:0)","23 Aug  2017","19:00"
"1574804948-10859","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","The Strongest - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-san-jose-OlQSUyVC/","Pinnacle","1.13","8.85","24.56","96.3%","Final result 7:2 (2:2, 5:0)","21 Dec  2016","19:30"
"1574805020-11101","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Oriente Petrolero - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-real-potosi-2muayDbm/","Pinnacle","1.29","6.21","9.74","96.3%","Final result 3:1 (2:0, 1:1)","18 Feb  2017","21:15"
"1574805492-13004","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Nacional Potosi - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-universitario-de-sucre-6BEbMgN5/","William Hill","1.70","3.60","4.20","90.6%","Final result 2:3 (1:2, 1:1)","23 Sep  2017","21:15"
"1574805017-11087","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Guabira - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-universitario-de-sucre-dAv3zXDg/","18bet","1.58","3.83","4.39","89.1%","Final result 5:1 (2:1, 3:0)","18 Feb  2017","19:00"
"1574805160-11624","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Sport Boys - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-blooming-MetU8NUp/","Coolbet","2.45","3.30","2.60","91.3%","Final result 3:4 (0:1, 3:3)","23 Apr  2017","19:00"
"1574805243-11936","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Petrolero de Yacuiba - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-universitario-de-sucre-4fQBEXq9/","Coolbet","1.68","3.75","4.30","91.4%","Final result 2:2 (1:0, 1:2)","21 May  2017","23:30"
"1574804644-9921","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/8/","Petrolero de Yacuiba - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-bolivar-WGxVs9jB/","1xBet","2.63","3.48","2.69","96.2%","Final result 0:1 (0:0, 0:1)","24 Sep  2016","19:00"
"1574804979-10976","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Bolivar - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-petrolero-de-yacuiba-jRQsVyxE/","bwin","1.15","6.00","13.00","89.8%","Final result 3:0 (0:0, 3:0)","04 Feb  2017","19:00"
"1574805448-12820","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","The Strongest - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-guabira-OSd8Bx9m/","bwin","1.28","5.00","7.50","89.7%","Final result 3:0 (2:0, 1:0)","09 Sep  2017","21:15"
"1574805237-11916","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Bolivar - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-sport-boys-C0wQjUi2/","William Hill","1.25","5.00","9.00","90.0%","Final result 5:0 (3:0, 2:0)","21 May  2017","20:00"
"1574805135-11503","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Nacional Potosi - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-oriente-petrolero-KjUkYOu6/","bwin","1.42","4.50","5.50","90.2%","Final result 3:1 (2:0, 1:1)","09 Apr  2017","23:30"
"1574805317-12219","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Nacional Potosi - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-bolivar-6ela5lOh/","bet-at-home","2.70","3.40","2.15","88.5%","Final result 0:3 (0:2, 0:1)","18 Jun  2017","23:30"
"1574805312-12200","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Guabira - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-san-jose-lMINOxPD/","Marathonbet","1.62","4.25","5.30","96.0%","Final result 2:0 (2:0, 0:0)","18 Jun  2017","19:00"
"1574805497-13022","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","San Jose - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-real-potosi-COqaKXiI/","bet-at-home","1.64","3.67","4.04","88.5%","Final result 3:0 (0:0, 3:0)","24 Sep  2017","21:15"
"1574805129-11484","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Guabira - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-petrolero-de-yacuiba-U1ywyRem/","William Hill","1.60","4.00","4.33","90.4%","Final result 5:1 (2:1, 3:0)","09 Apr  2017","19:00"
"1574805333-12293","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","San Jose - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-wilstermann-8OAUKTNu/","Bethard","1.95","3.45","3.15","89.3%","Final result 0:0 (0:0, 0:0)","24 Jun  2017","21:15"
"1574804718-10149","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","Sport Boys - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-guabira-GS0CjwZr/","1xBet","1.54","4.82","5.45","96.1%","Final result 1:0 (1:0, 0:0)","21 Oct  2016","00:45"
"1574804867-10599","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Oriente Petrolero - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-petrolero-de-yacuiba-2cvg3GIl/","bet-at-home","1.43","3.73","6.23","88.7%","Final result 1:0 (0:0, 1:0)","02 Dec  2016","00:45"
"1574805207-11800","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","U. Sucre - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-guabira-CIhR2zoc/","bet-at-home","1.52","3.94","4.58","88.5%","Final result 1:0 (1:0, 0:0)","13 May  2017","19:00"
"1574805661-13779","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Wilstermann - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-sport-boys-GfmB5Pbm/","Coolbet","1.25","5.25","9.50","91.3%","Final result 3:1 (1:0, 2:1)","30 Nov  2017","19:00"
"1574805684-13883","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Sport Boys - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-blooming-fo8pKODt/","Coolbet","3.20","3.30","2.05","90.6%","Final result 1:1 (0:0, 1:1)","07 Dec  2017","21:00"
"1574805727-14064","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Guabira - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-real-potosi-pERxGXIM/","Coolbet","1.80","3.60","3.75","90.9%","Final result 3:0 (1:0, 2:0)","17 Dec  2017","19:00"
"1574805698-13949","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","Wilstermann - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/wilstermann-blooming-bw51GtD5/","Pinnacle","1.54","4.30","6.34","96.2%","Final result 0:0 (0:0, 0:0)","10 Dec  2017","19:00"
"1574805267-12036","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","U. Sucre - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-sport-boys-h4ScW2AI/","null","null","null","null","null","Final result 1:3 (1:1, 0:2)","01 Jun  2017","00:00"
"1574805072-11281","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","Bolivar - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/bolivar-guabira-roiQ88Cf/","William Hill","1.20","6.00","10.00","90.9%","Final result 2:0 (2:0, 0:0)","12 Mar  2017","20:00"
"1574805246-11946","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Petrolero de Yacuiba - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-oriente-petrolero-SfK8pgVS/","Bethard","4.05","3.50","1.69","88.9%","Final result 2:2 (2:0, 0:2)","24 May  2017","23:30"
"1574805549-13269","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Petrolero de Yacuiba - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-real-potosi-fVFDVIHG/","bet-at-home","1.57","3.70","4.46","88.4%","Final result 0:0 (0:0, 0:0)","19 Oct  2017","19:00"
"1574805582-13418","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Guabira - Wilstermann","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-wilstermann-EX7KR9Gr/","Unibet","2.35","3.10","2.75","89.9%","Final result 0:1 (0:0, 0:1)","29 Oct  2017","19:00"
"1574804862-10591","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Real Potosi - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/real-potosi-sport-boys-WxW9aYHD/","bwin","1.45","4.00","5.75","89.8%","Final result 2:0 (2:0, 0:0)","02 Dec  2016","00:00"
"1574805429-12727","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","U. Sucre - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-blooming-CQfx9qmk/","1xBet","2.02","2.93","3.20","87.0%","Final result 0:2 (0:1, 0:1)","24 Aug  2017","22:15"
"1574805039-11160","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/5/","U. Sucre - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-petrolero-de-yacuiba-x4xWw6Ko/","Unibet","1.50","4.20","5.50","92.0%","Final result 3:1 (3:1, 0:0)","23 Feb  2017","22:15"
"1574805549-13278","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Petrolero de Yacuiba - Real Potosi","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/petrolero-de-yacuiba-real-potosi-fVFDVIHG/","null","null","null","null","null","Final result 0:0 (0:0, 0:0)","19 Oct  2017","19:00"
"1574805005-11053","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","Guabira - Blooming","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-blooming-x67xKBTC/","bet365","2.10","3.30","3.20","91.6%","Final result 2:0 (1:0, 1:0)","12 Feb  2017","19:00"
"1574804760-10291","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","Oriente Petrolero - San Jose","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-san-jose-b91VbMr0/","bet365","1.44","4.20","6.00","91.0%","Final result 3:1 (2:1, 1:0)","30 Oct  2016","23:30"
"1574805391-12566","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Guabira - Sport Boys","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/guabira-sport-boys-KEzP1SuM/","Pinnacle","1.93","3.89","3.76","96.0%","Final result 0:2 (0:2, 0:0)","12 Aug  2017","19:00"
"1574805636-13662","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","The Strongest - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/the-strongest-oriente-petrolero-dWDYi6Um/","Coolbet","1.30","5.00","7.75","91.1%","Final result 5:0 (2:0, 3:0)","19 Nov  2017","19:00"
"1574804698-10096","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/7/","Oriente Petrolero - U. Sucre","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/oriente-petrolero-universitario-de-sucre-OULXcLt9/","Pinnacle","1.48","4.48","7.00","96.0%","Final result 1:1 (1:0, 0:1)","16 Oct  2016","23:30"
"1574805514-13120","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","U. Sucre - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-petrolero-de-yacuiba-Klm7IBMU/","Unibet","1.46","3.85","5.80","89.5%","Final result 0:0 (0:0, 0:0)","28 Sep  2017","22:15"
"1574805326-12257","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/3/","Nacional Potosi - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/nacional-potosi-the-strongest-pWU3oZFM/","Bethard","2.25","3.30","2.70","89.5%","Final result 0:1 (0:0, 0:1)","22 Jun  2017","00:00"
"1574805672-13830","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/","San Jose - Bolivar","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/san-jose-bolivar-6qtO2Nr6/","bwin","2.70","3.10","2.40","90.1%","Final result 1:1 (0:0, 1:1)","01 Dec  2017","22:15"
"1574805570-13369","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - Petrolero de Yacuiba","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-petrolero-de-yacuiba-2ywunv2c/","null","null","null","null","null","Final result 1:4 (0:2, 1:2)","22 Oct  2017","23:30"
"1574805201-11778","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/4/","Blooming - Guabira","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/blooming-guabira-z19rvi8d/","Bethard","1.67","3.80","3.95","89.7%","Final result 3:2 (2:1, 1:1)","07 May  2017","23:30"
"1574804977-10968","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/6/","U. Sucre - Oriente Petrolero","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/universitario-de-sucre-oriente-petrolero-E9sa6haD/","Pinnacle","1.74","3.96","4.67","96.0%","Final result 0:1 (0:1, 0:0)","31 Jan  2017","00:00"
"1574805579-13399","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/results/#/page/2/","Sport Boys - The Strongest","https://www.oddsportal.com/soccer/bolivia/liga-de-futbol-prof-2016-2017/sport-boys-the-strongest-r7COQTVl/","bet365","2.39","3.20","2.75","91.4%","Final result 1:5 (1:2, 0:3)","29 Oct  2017","19:00"
